subject,H.period,UD.period.t,H.t,UD.t.i,H.i,UD.i.e,H.e,UD.e.five,H.five,UD.five.Shift.r,H.Shift.r,UD.Shift.r.o,H.o,UD.o.a,H.a,UD.a.n,H.n,UD.n.l,H.l,UD.l.Return,H.Return
2,0.1000,0.0284,0.0829,0.1394,0.0858,0.0808,0.0966,0.2963,0.0948,0.3376,0.1305,0.1935,0.0866,0.1012,0.1027,0.0586,0.0737,0.1214,0.0916,0.1289,0.0803
2,0.1330,0.1047,0.0805,0.0953,0.0631,0.0700,0.0961,0.3613,0.0929,0.3113,0.0946,0.0742,0.0813,0.0547,0.1202,-0.0185,0.0753,0.1177,0.0858,0.1308,0.0657
2,0.0898,0.0316,0.0861,0.1069,0.0676,0.0446,0.0927,0.5008,0.0781,0.4166,0.1004,0.1167,0.0964,0.0465,0.1193,0.0228,0.0708,0.1177,0.0858,0.1300,0.0763
2,0.0752,0.1277,0.1180,0.1016,0.0797,0.2198,0.1035,0.5259,0.0808,0.2822,0.0985,0.1322,0.1016,0.0790,0.1072,0.0072,0.0808,0.1108,0.0961,0.1741,0.1040
2,0.1085,0.0672,0.0876,0.1027,0.0768,0.0314,0.0953,0.2937,0.1024,0.3194,0.1051,0.0737,0.0871,0.0468,0.1259,-0.0227,0.0716,0.0995,0.0924,0.1192,0.0750
2,0.0971,0.0298,0.0887,0.1172,0.0692,0.0578,0.1048,0.3317,0.1122,0.3254,0.1072,0.0842,0.0842,0.0560,0.1168,-0.0019,0.0764,0.0924,0.0934,0.1329,0.0597
2,0.1051,0.0598,0.0861,0.0990,0.0705,0.0341,0.0993,0.3425,0.1032,0.3234,0.0988,0.0784,0.0971,0.0547,0.1114,-0.0013,0.0753,0.1079,0.0969,0.1450,0.0784
2,0.1053,0.0606,0.0958,0.1280,0.0686,0.0863,0.0987,0.4259,0.1051,0.2988,0.1115,0.0948,0.1222,0.0785,0.1095,0.0312,0.0824,0.1272,0.0927,0.1395,0.0895
2,0.0869,0.0831,0.0932,0.1597,0.0845,0.1024,0.0855,0.4433,0.0834,0.2593,0.1035,0.0710,0.0982,0.0582,0.1043,-0.0362,0.0890,0.1137,0.0948,0.1318,0.0950
2,0.1080,0.0284,0.0845,0.0895,0.0739,0.0383,0.0942,0.2549,0.1022,0.2978,0.1148,0.0942,0.0884,0.0603,0.1111,-0.0121,0.0760,0.1077,0.0832,0.1255,0.0681
2,0.0977,0.0559,0.0892,0.0507,0.0679,0.0694,0.0927,0.2940,0.1016,0.3535,0.1194,0.1338,0.0979,0.1252,0.1307,0.0127,0.0776,0.1143,0.0985,0.1590,0.0834
2,0.0987,0.0469,0.0847,0.1219,0.1027,0.0766,0.0998,0.4285,0.0950,0.2972,0.1088,0.0929,0.0998,0.0468,0.1180,-0.0182,0.0750,0.1145,0.0911,0.1374,0.0850
2,0.1008,0.0337,0.0861,0.0789,0.0787,0.0539,0.0948,0.3008,0.0858,0.3463,0.1112,0.0937,0.0876,0.0684,0.1144,-0.0135,0.0872,0.1024,0.0927,0.1205,0.0800
2,0.1159,0.0778,0.0679,0.0180,0.0792,0.0225,0.0684,0.4061,0.0803,0.2680,0.1085,0.0850,0.0795,0.0537,0.0917,-0.0032,0.0977,0.0939,0.0874,0.1329,0.0549
2,0.1008,0.0614,0.0723,0.0507,0.0744,0.0520,0.0744,0.3209,0.0892,0.3107,0.1051,0.1462,0.0824,0.0529,0.1077,-0.0042,0.0882,0.1011,0.0797,0.1237,0.0613
2,0.1024,0.0598,0.0948,0.0346,0.0689,0.0620,0.0958,0.3217,0.0855,0.2967,0.1075,0.0628,0.0861,0.0373,0.0985,-0.0166,0.0784,0.0887,0.0784,0.1313,0.0750
2,0.1148,0.0432,0.0824,0.0333,0.0686,0.0763,0.0879,0.3900,0.0739,0.2869,0.0977,0.0518,0.0861,0.0761,0.1019,-0.0546,0.0834,0.1127,0.0787,0.1324,0.0605
2,0.1032,0.0287,0.0821,0.0576,0.0605,0.0357,0.0826,0.3396,0.0837,0.3363,0.1125,0.1127,0.0905,0.0418,0.1030,-0.0153,0.0995,0.1032,0.0810,0.1252,0.0655
2,0.1014,0.0358,0.0829,0.0312,0.0737,0.0457,0.0834,0.3628,0.0816,0.2595,0.0993,0.0441,0.0718,0.0669,0.1183,-0.0847,0.0834,0.1357,0.0964,0.1593,0.0760
2,0.1069,0.0538,0.0861,0.0325,0.0639,0.0576,0.0853,0.3301,0.0900,0.3202,0.1106,0.1217,0.0895,0.0764,0.0929,-0.0591,0.1001,0.1705,0.1111,0.1527,0.0689
2,0.1114,0.0857,0.0795,0.0304,0.0795,0.0657,0.0911,0.4969,0.0961,0.4717,0.0977,0.1349,0.1114,0.0721,0.0793,-0.0676,0.0748,0.1499,0.1032,0.1875,0.0900
2,0.1037,0.0459,0.0681,0.0153,0.0900,0.0251,0.0810,0.2546,0.0879,0.2785,0.0903,0.0647,0.0998,0.0962,0.1399,-0.0013,0.1278,0.1414,0.1066,0.1466,0.0660
2,0.0876,0.0303,0.0781,0.0747,0.0847,0.0291,0.0985,0.3853,0.0708,0.2753,0.1006,0.0900,0.0887,0.0592,0.0900,0.0201,0.0882,0.0873,0.0995,0.1954,0.1008
2,0.1143,0.0166,0.0766,0.0647,0.0747,0.0433,0.0905,0.5336,0.0948,0.2959,0.1009,0.1375,0.0953,0.0674,0.1009,-0.0285,0.0885,0.0961,0.0982,0.1121,0.0721
2,0.0982,0.0738,0.0715,0.0372,0.0739,0.0367,0.0789,0.3277,0.0892,0.3503,0.1085,0.0763,0.0993,0.0584,0.0934,-0.0369,0.1053,0.1536,0.1074,0.1508,0.0605
2,0.0789,0.0118,0.0839,0.0747,0.0755,0.0175,0.0977,0.3394,0.1043,0.3091,0.1048,0.0335,0.0998,0.0948,0.1194,-0.0615,0.1220,0.1227,0.1014,0.1281,0.0808
2,0.1106,-0.0012,0.0861,0.0810,0.0586,0.0093,0.0684,0.5006,0.0834,0.2996,0.1148,0.0270,0.1095,0.0835,0.0882,0.0996,0.0821,0.1267,0.0810,0.1237,0.0871
2,0.0950,0.0203,0.0797,0.0446,0.0636,0.0533,0.0803,0.3518,0.0784,0.2497,0.1101,0.0196,0.1180,0.0951,0.1301,0.0431,0.0953,0.1346,0.0995,0.1231,0.0734
2,0.1093,0.0123,0.0829,0.0903,0.0663,0.0240,0.0900,0.4148,0.0684,0.2463,0.1090,0.0423,0.0993,0.0851,0.0964,0.0367,0.0731,0.1348,0.0813,0.1448,0.0847
2,0.0977,0.0163,0.0882,0.0953,0.0681,0.0198,0.0913,0.3681,0.0663,0.2830,0.1111,0.0512,0.0956,0.0711,0.1156,0.0230,0.0866,0.1137,0.0842,0.1347,0.0668
2,0.0813,-0.0099,0.0845,0.1692,0.0892,0.0148,0.1093,0.3475,0.0721,0.3268,0.1008,0.1375,0.1016,0.0727,0.1072,0.0426,0.0900,0.1190,0.0858,0.1078,0.0821
2,0.0993,0.0630,0.0808,0.0328,0.0813,0.0478,0.0942,0.2958,0.0884,0.2481,0.1212,0.0489,0.0995,0.0713,0.1284,-0.0143,0.0922,0.1203,0.0919,0.1466,0.0847
2,0.1132,0.0466,0.0863,0.0615,0.0694,0.0628,0.1014,0.3927,0.0803,0.2444,0.1132,0.0752,0.1016,0.0283,0.0993,-0.0032,0.0880,0.1135,0.0958,0.1152,0.0834
2,0.0916,-0.0183,0.0895,0.0942,0.0618,0.0130,0.0979,0.3003,0.0895,0.3310,0.1080,0.0863,0.0911,0.0434,0.1191,-0.0090,0.0938,0.1019,0.1037,0.1276,0.0676
2,0.0942,0.0026,0.0985,0.0942,0.0789,0.0243,0.1035,0.3966,0.0789,0.2276,0.1014,0.1022,0.0916,0.0418,0.1024,0.0011,0.0821,0.1042,0.0810,0.1184,0.0766
2,0.1204,0.0015,0.0816,0.0631,0.0708,0.0380,0.0979,0.2868,0.1193,0.4299,0.1130,0.1280,0.1019,0.0576,0.1170,-0.0032,0.0922,0.0992,0.0787,0.1292,0.0681
2,0.1061,0.0065,0.0813,0.0668,0.0642,0.0085,0.0853,0.2285,0.0900,0.2585,0.0964,0.0547,0.0879,0.0758,0.0940,-0.0483,0.0948,0.0971,0.0734,0.1044,0.0547
2,0.0816,-0.0152,0.0956,0.0808,0.0557,0.0251,0.0887,0.2393,0.0892,0.3292,0.0935,0.0544,0.0866,0.0740,0.1122,0.0626,0.0800,0.1422,0.0985,0.1371,0.0613
2,0.0874,0.0179,0.0734,0.0731,0.0573,-0.0145,0.0916,0.3868,0.0847,0.2582,0.1014,0.0370,0.0805,0.0605,0.1143,-0.0121,0.0813,0.1230,0.0927,0.1477,0.0755
2,0.0850,0.0184,0.0750,0.0702,0.0544,0.0317,0.0874,0.2982,0.0747,0.2437,0.0956,0.0391,0.0845,0.0613,0.1077,-0.0369,0.0868,0.4977,0.1325,0.1991,0.0993
2,0.1038,-0.0215,0.1130,0.0950,0.0592,-0.0056,0.1009,0.3929,0.0763,0.3143,0.0974,0.0964,0.0940,0.0468,0.1222,0.0051,0.0832,0.1219,0.1016,0.1266,0.0729
2,0.1077,0.0865,0.0887,0.0544,0.0652,0.0676,0.0900,0.4119,0.0829,0.2352,0.1000,0.0510,0.0924,0.0373,0.1075,-0.0317,0.0896,0.1195,0.1159,0.1350,0.0710
2,0.1101,-0.0012,0.0850,0.0692,0.0639,0.0048,0.1008,0.4747,0.0763,0.2820,0.1241,0.0304,0.0982,0.0373,0.1280,0.0243,0.0874,0.1248,0.0998,0.1289,0.0771
2,0.1117,-0.0260,0.0993,0.1024,0.0718,0.0167,0.1111,0.3866,0.0853,0.2906,0.1043,0.0454,0.0964,0.0468,0.1193,0.0212,0.0924,0.1158,0.1090,0.1118,0.0842
2,0.0737,0.0274,0.1552,0.0591,0.0631,0.0106,0.1000,0.5341,0.0752,0.2859,0.0991,0.0420,0.0847,0.0323,0.1148,0.0067,0.0805,0.1042,0.1127,0.1347,0.0956
2,0.1122,0.0176,0.0971,0.0708,0.0721,0.0299,0.1072,0.2438,0.1048,0.2756,0.0945,0.0911,0.0950,0.0458,0.1090,0.0191,0.0818,0.1111,0.0892,0.1258,0.0607
2,0.0581,0.0424,0.0911,0.0744,0.0628,0.0193,0.0940,0.2391,0.0958,0.2397,0.1201,0.0425,0.1019,0.0365,0.1143,0.0027,0.0964,0.1079,0.0987,0.1274,0.0591
2,0.0945,0.0203,0.0971,0.0744,0.0586,0.0407,0.0969,0.2417,0.0879,0.3181,0.0893,0.0800,0.0784,0.0655,0.1085,0.0082,0.0789,0.1240,0.0845,0.1392,0.0570
2,0.1151,0.0601,0.0964,0.0462,0.0803,0.0420,0.1122,0.1924,0.1056,0.2948,0.1223,0.0547,0.0871,0.1001,0.1140,-0.0092,0.0821,0.0961,0.0953,0.1150,0.0847
2,0.1114,0.0142,0.0921,0.0634,0.0657,0.0512,0.0924,0.3343,0.0803,0.3500,0.1196,0.0581,0.0845,0.0415,0.0893,-0.0016,0.0756,0.1027,0.0869,0.1142,0.0908
2,0.1320,-0.0036,0.1041,0.0573,0.0700,0.0301,0.1085,0.1995,0.0961,0.2666,0.1217,0.0272,0.0898,0.0500,0.1183,0.0336,0.0792,0.1111,0.0919,0.1033,0.0808
2,0.0998,0.0976,0.0958,0.0391,0.0581,0.0776,0.0911,0.3853,0.0781,0.2252,0.1167,0.0211,0.0781,0.0603,0.1246,-0.0372,0.0779,0.1063,0.0876,0.0983,0.0805
2,0.1217,0.0089,0.0863,0.0470,0.0787,0.0325,0.0966,0.1786,0.0913,0.3228,0.1217,0.1146,0.0956,0.0663,0.1206,0.0088,0.0774,0.0997,0.0898,0.1226,0.0776
2,0.0940,0.0667,0.0900,0.0475,0.0755,0.0409,0.1056,0.1665,0.0882,0.2706,0.1212,0.0446,0.0871,0.0648,0.1143,0.0159,0.0895,0.1122,0.1109,0.1448,0.0697
2,0.1117,0.0261,0.0837,0.0697,0.0689,0.0357,0.1048,0.1391,0.0932,0.3413,0.1032,0.7086,0.0768,0.0790,0.1209,-0.0282,0.0792,0.1082,0.0821,0.1369,0.0729
2,0.1127,0.0295,0.1022,0.0375,0.0731,0.0700,0.1024,0.2470,0.0866,0.2809,0.0935,0.0642,0.0876,0.0347,0.1193,-0.0219,0.0853,0.1069,0.0879,0.1128,0.0779
2,0.1138,0.0121,0.0937,0.0578,0.0842,0.0175,0.0990,0.1343,0.0866,0.7914,0.1288,0.1267,0.0697,0.0669,0.1082,0.0093,0.0813,0.0932,0.0776,0.1221,0.0752
2,0.1093,0.0253,0.0927,0.0470,0.0818,0.0518,0.1024,0.1472,0.0813,0.7966,0.1075,0.0467,0.0821,0.0740,0.1104,-0.0174,0.0937,0.1124,0.1006,0.1147,0.0821
2,0.1196,0.0269,0.0813,0.0578,0.0718,0.0404,0.0850,0.1391,0.0731,0.6168,0.1083,0.1222,0.0911,0.0494,0.1088,-0.0272,0.0724,0.0992,0.0987,0.0994,0.0861
2,0.1146,0.0313,0.0847,0.0557,0.0715,0.0520,0.1003,0.1618,0.0866,0.3738,0.1420,0.0876,0.0874,0.0985,0.1045,0.0035,0.1172,0.1219,0.0821,0.1659,0.0977
2,0.0900,0.0920,0.0650,0.0267,0.0647,0.0423,0.0739,0.3470,0.0718,0.2511,0.1096,0.0718,0.0615,0.0173,0.0974,0.0193,0.0618,0.1011,0.0631,0.1234,0.0515
2,0.0937,0.0577,0.0702,0.0428,0.0647,0.0467,0.0818,0.2568,0.0913,0.2315,0.0922,0.0715,0.0781,0.0146,0.1204,-0.0285,0.0711,0.0844,0.0771,0.1136,0.0462
2,0.0832,0.0366,0.0737,0.0494,0.0591,0.0568,0.0842,0.3684,0.0296,1.1578,0.0995,0.0449,0.0663,0.0378,0.1017,-0.0562,0.0692,0.0895,0.0557,0.1094,0.0436
2,0.0755,0.0527,0.0792,0.0291,0.0555,0.0620,0.0702,0.2459,0.0776,0.2384,0.1230,0.0507,0.0750,0.0312,0.1020,-0.0420,0.0843,0.0905,0.0631,0.1200,0.0256
2,0.0805,0.0633,0.0797,0.0320,0.0650,0.0325,0.0734,0.2700,0.0869,0.2281,0.1130,0.0787,0.0692,0.0302,0.1265,-0.0562,0.0811,0.0963,0.0715,0.1216,0.0436
2,0.1014,0.0377,0.0905,0.0314,0.0657,0.0370,0.0824,0.3723,0.0734,0.2619,0.1024,0.0452,0.0676,0.0658,0.1006,-0.0441,0.0648,0.1011,0.0615,0.1139,0.0599
2,0.0934,0.0590,0.0800,0.0357,0.0594,0.0425,0.0824,0.3174,0.0789,0.2603,0.1009,0.0758,0.0742,0.0357,0.1003,-0.0145,0.0702,0.0984,0.0758,0.1118,0.0533
2,0.0990,0.0437,0.0792,0.0375,0.0623,0.0705,0.0805,0.1950,0.0898,0.2661,0.1267,0.0438,0.0813,0.0508,0.1141,-0.0697,0.0745,0.1090,0.0668,0.1020,0.0507
2,0.1124,0.0166,0.0805,0.0507,0.0589,0.0626,0.0718,0.3322,0.0676,0.2677,0.1109,0.0325,0.0771,0.0811,0.1046,-0.0795,0.0518,0.1557,0.0932,0.1157,0.0631
2,0.0826,0.0203,0.0839,0.0599,0.0536,0.0428,0.0784,0.2003,0.0813,0.3149,0.0929,0.0834,0.0710,0.0407,0.1054,-0.0380,0.0771,0.0916,0.0784,0.0983,0.0655
2,0.0737,0.1406,0.0784,0.0475,0.0576,0.0568,0.0763,0.6816,0.0729,0.2669,0.1238,0.0818,0.1119,0.0922,0.0924,-0.0451,0.1032,0.1346,0.0829,0.1324,0.0832
2,0.0404,0.3100,0.0766,0.0578,0.0631,0.0584,0.0731,0.2842,0.0932,0.3131,0.0980,0.0591,0.0803,0.0761,0.0912,-0.0647,0.0695,0.1145,0.0602,0.1432,0.0620
2,0.0747,0.0342,0.0744,0.0293,0.0634,0.0341,0.0713,0.1399,0.0800,0.3634,0.1025,0.0726,0.0797,0.0634,0.0872,-0.0684,0.0623,0.1233,0.0657,0.1561,0.0639
2,0.0879,0.0714,0.0697,0.0367,0.0626,0.0272,0.0797,0.5096,0.0726,0.2672,0.1117,0.0438,0.0723,0.0806,0.0975,-0.0383,0.1318,0.1032,0.0787,0.1123,0.0620
2,0.0652,0.0200,0.0861,0.0655,0.0618,0.0111,0.0948,0.3818,0.0734,0.2587,0.0983,0.0898,0.0715,0.0766,0.1019,-0.0512,0.0840,0.1016,0.0882,0.1084,0.0721
2,0.0927,0.0224,0.0792,0.0465,0.0578,0.0314,0.0803,0.1897,0.0898,0.5663,0.0970,0.0388,0.0858,0.0426,0.1046,-0.0372,0.0737,0.1172,0.0813,0.1321,0.0644
2,0.1074,0.0448,0.1061,0.0404,0.0842,0.0739,0.0892,0.4491,0.0832,0.2922,0.1065,0.0283,0.0718,0.0806,0.0731,-0.0253,0.0908,0.1203,0.0708,0.0954,0.0737
2,0.0795,-0.0223,0.0953,0.0876,0.0597,-0.0193,0.0977,0.3866,0.0684,0.3378,0.1131,0.0985,0.0634,0.0729,0.0924,0.0243,0.0713,0.1129,0.0568,0.1279,0.0686
2,0.0705,-0.0165,0.0998,0.0977,0.0650,-0.0069,0.0827,0.2130,0.0982,0.4384,0.1085,0.0533,0.0797,0.0896,0.1255,-0.0898,0.0676,0.6796,0.1093,0.1223,0.0710
2,0.0810,0.0319,0.0795,0.0536,0.0539,0.0248,0.0768,0.4296,0.0671,0.2627,0.1085,0.0599,0.1003,0.0919,0.1085,0.0196,0.0813,0.1185,0.0913,0.1384,0.0568
2,0.1059,0.0137,0.0700,0.0576,0.0694,0.0050,0.0744,0.1488,0.0982,0.2960,0.1207,0.1235,0.1090,0.1761,0.1037,0.0378,0.0800,0.1029,0.0834,0.1081,0.0734
2,0.0694,0.0585,0.0710,0.0325,0.0626,0.0359,0.0824,0.1420,0.0845,0.5640,0.1154,0.0159,0.1029,0.0545,0.0900,-0.0533,0.0951,0.1214,0.0850,0.2224,0.1093
2,0.0795,0.0685,0.0824,0.0409,0.0570,0.0832,0.0816,0.3148,0.0837,0.2745,0.1059,0.0412,0.0908,0.0922,0.0985,-0.0916,0.0884,0.5365,0.0934,0.1287,0.0795
2,0.1037,0.0332,0.0800,0.0491,0.0636,-0.0058,0.0977,0.3475,0.0858,0.2869,0.1019,0.0525,0.0768,0.1025,0.1082,0.0930,0.0760,0.1377,0.0816,0.6137,0.1064
2,0.0766,0.0612,0.0702,0.0394,0.0589,0.0547,0.0708,0.2821,0.0839,0.2811,0.1022,0.0214,0.0882,0.0811,0.1154,-0.0190,0.0819,0.1100,0.0742,0.1242,0.0489
2,0.0700,0.0377,0.0655,0.0689,0.0620,0.0138,0.0729,0.1462,0.0837,0.6142,0.1033,0.0338,0.0916,0.0582,0.1051,0.0755,0.0766,0.1288,0.0729,0.1134,0.0839
2,0.0953,0.0369,0.0689,0.0528,0.0710,0.0127,0.0842,0.2940,0.0934,0.2521,0.0853,0.0214,0.0750,0.1088,0.0953,0.0594,0.0660,0.1264,0.0744,0.1023,0.0779
2,0.0866,0.0641,0.0884,0.0357,0.0578,0.0470,0.0876,0.2795,0.0850,0.2748,0.1075,0.0021,0.0776,0.0793,0.1072,-0.0214,0.0761,0.0950,0.0713,0.1157,0.0681
2,0.0934,0.0282,0.0779,0.0623,0.0694,0.0233,0.0774,0.4853,0.0845,0.2529,0.1028,-0.0014,0.0714,0.1009,0.1124,0.0135,0.0631,0.1457,0.0818,0.1376,0.0737
2,0.0884,0.0073,0.0900,0.0737,0.0702,-0.0219,0.0858,0.1341,0.1019,0.3461,0.1334,0.0932,0.0795,0.0281,0.1172,0.0299,0.0708,0.1074,0.0829,0.1226,0.0731
2,0.0900,0.0662,0.0869,0.0333,0.0655,0.0657,0.0924,0.5631,0.1035,0.4101,0.1363,0.0945,0.0911,0.0363,0.1183,0.0212,0.0686,0.1172,0.0884,0.2585,0.0657
2,0.0850,0.0680,0.0824,0.0496,0.0729,0.0457,0.0924,0.3834,0.0684,0.2719,0.1186,0.0103,0.1159,0.0537,0.1045,0.0133,0.0792,0.1145,0.0763,0.1427,0.0731
2,0.0929,0.0224,0.0813,0.0750,0.0679,0.0058,0.0945,0.3620,0.0631,0.2996,0.1254,0.0378,0.0781,0.0732,0.1032,0.0133,0.0700,0.1322,0.0781,0.1836,0.0853
2,0.1040,0.0356,0.0853,0.0570,0.0679,0.0156,0.0921,0.3792,0.0903,0.2265,0.1230,0.0407,0.0929,0.0621,0.1218,-0.0296,0.0867,0.1238,0.0937,0.1245,0.0768
2,0.1083,-0.0062,0.0961,0.0726,0.0758,0.0095,0.0847,0.1623,0.1035,0.3086,0.1109,0.1040,0.0731,0.0560,0.1434,-0.0380,0.0806,0.1077,0.0869,0.1376,0.0755
2,0.0961,0.0097,0.0832,0.1003,0.0658,-0.0069,0.0858,0.3649,0.1011,0.2431,0.1264,0.0304,0.0945,0.0629,0.0961,0.0191,0.0832,0.1016,0.0942,0.1015,0.0700
2,0.0679,0.0406,0.1103,0.0528,0.0668,0.0473,0.0993,0.1929,0.1098,0.3120,0.1299,0.0235,0.0755,0.0634,0.1082,-0.0013,0.0626,0.1151,0.0787,0.1390,0.0599
2,0.0816,0.0490,0.0892,0.0415,0.0713,0.0639,0.0948,0.2847,0.0966,0.2352,0.1009,0.0301,0.0755,0.0526,0.1172,-0.0388,0.0787,0.1061,0.0921,0.1073,0.0510
2,0.0934,0.1287,0.0940,0.0438,0.0697,0.0887,0.0985,0.1837,0.0937,0.2893,0.1264,0.0196,0.0884,0.0576,0.1162,-0.0029,0.0779,0.0958,0.0861,0.1239,0.0663
2,0.0953,0.1028,0.0808,0.0684,0.0615,0.0080,0.0747,0.4365,0.0837,0.2392,0.1447,0.0169,0.0702,0.0787,0.1159,-0.0491,0.0740,0.1090,0.0776,0.1184,0.0805
2,0.0880,-0.0144,0.0816,0.1151,0.0598,-0.0394,0.0806,0.4132,0.0853,0.3133,0.1058,0.0058,0.0847,0.0634,0.1128,-0.0367,0.0692,0.1048,0.0692,0.1173,0.0613
2,0.0816,0.0369,0.0890,0.0594,0.0679,0.0080,0.0964,0.1705,0.0639,0.6207,0.1246,0.0058,0.0929,0.0811,0.1111,0.0154,0.0766,0.1032,0.0913,0.1110,0.0824
2,0.0562,0.0411,0.0892,0.3265,0.0810,0.1014,0.0971,0.2491,0.0573,0.8795,0.1270,0.0985,0.0977,0.0592,0.1085,-0.0013,0.0671,0.1069,0.0866,0.1081,0.0832
2,0.1016,0.0284,0.0847,0.0597,0.0774,0.0153,0.0895,0.1409,0.1098,0.2571,0.1201,0.0533,0.1045,0.0566,0.1019,-0.0459,0.0961,0.1385,0.0858,0.1788,0.0797
2,0.1059,0.0031,0.0921,0.0620,0.0723,0.0346,0.0850,0.1256,0.1029,0.2851,0.1241,0.0399,0.0795,0.1062,0.0935,-0.0831,0.0871,0.2174,0.1064,0.1722,0.1061
2,0.0607,0.0875,0.1037,0.0436,0.0890,0.0428,0.0892,0.1734,0.0971,0.3107,0.1130,0.0259,0.0826,0.0621,0.0816,-0.0335,0.0842,0.1269,0.0924,0.1424,0.0729
2,0.0942,0.0408,0.0866,0.0423,0.0708,0.0285,0.0964,0.1858,0.1167,0.2574,0.0866,0.0436,0.0800,0.0661,0.1048,-0.0290,0.0808,0.0810,0.0942,0.1078,0.0597
2,0.0956,0.0509,0.0710,0.0362,0.0620,0.0090,0.0718,0.2950,0.1069,0.2252,0.1104,0.0201,0.0879,0.0397,0.1125,-0.0235,0.0687,0.0837,0.0913,0.1144,0.0650
2,0.0990,0.0474,0.0729,0.0328,0.0679,0.0346,0.0721,0.2781,0.0932,0.2131,0.1090,0.0710,0.0824,0.0341,0.0980,-0.0145,0.0729,0.0818,0.0715,0.1157,0.0496
2,0.0853,0.0340,0.0774,0.0328,0.0708,0.0423,0.0763,0.2668,0.0866,0.2523,0.1022,0.0884,0.0673,0.0682,0.1038,-0.0388,0.0732,0.1016,0.0758,0.1068,0.0655
2,0.0842,0.0419,0.0705,0.0401,0.0597,0.0280,0.0795,0.2372,0.0723,0.2772,0.0977,0.0478,0.0689,0.0611,0.0998,-0.0090,0.0589,0.1016,0.0742,0.2247,0.0657
2,0.0702,0.0406,0.0776,0.0557,0.0684,0.0486,0.0734,0.2327,0.0869,0.2951,0.0969,0.0341,0.0692,0.0872,0.1008,-0.0625,0.0763,0.2444,0.1085,0.1487,0.0700
2,0.0998,0.0308,0.0726,0.0452,0.0700,0.0320,0.0871,0.5797,0.0940,0.2529,0.1035,0.0114,0.0866,0.0761,0.1162,-0.0546,0.0874,0.0947,0.0845,0.1065,0.0639
2,0.0824,0.0071,0.0789,0.0597,0.0607,0.0230,0.0832,0.2673,0.0795,0.2569,0.0850,0.0673,0.0710,0.0983,0.1264,0.0349,0.0921,0.0821,0.0927,0.0941,0.0937
2,0.1072,-0.0038,0.0837,0.0557,0.0697,0.0175,0.0737,0.2048,0.0800,0.2806,0.0856,0.0190,0.0863,0.0653,0.1004,-0.0433,0.0666,0.0842,0.0781,0.0902,0.0692
2,0.0855,0.0633,0.0744,0.0465,0.0586,0.0335,0.0676,0.1383,0.0869,0.3294,0.1144,0.0818,0.0760,0.0494,0.1067,-0.0148,0.0695,0.0844,0.0853,0.0975,0.0774
2,0.0837,0.0366,0.0737,0.0415,0.0837,0.0475,0.0684,0.3082,0.0673,0.2381,0.1035,0.0111,0.0771,0.0669,0.0901,-0.0652,0.0898,0.1074,0.0900,0.1099,0.0589
2,0.0776,0.0234,0.0866,0.0560,0.0684,0.0143,0.0784,0.1462,0.1019,0.4275,0.1001,0.0198,0.0768,0.0853,0.1608,-0.1388,0.0702,0.1710,0.1024,0.1176,0.0676
2,0.0689,0.0638,0.0829,0.0328,0.0647,0.0235,0.0729,0.5383,0.0713,0.4181,0.1178,0.0452,0.0763,0.0621,0.1177,-0.0232,0.0834,0.0831,0.0834,0.0722,0.0879
2,0.1036,-0.0044,0.0745,0.0555,0.0719,-0.0093,0.0901,0.1293,0.0987,0.3134,0.1206,0.0663,0.0842,0.0669,0.1125,-0.0541,0.0713,0.0916,0.0803,0.1060,0.0694
2,0.0871,0.1116,0.0681,0.0180,0.0681,0.0470,0.0737,0.1763,0.0861,0.2349,0.0935,0.0201,0.0816,0.1017,0.1146,-0.0932,0.0776,0.1563,0.0861,0.1121,0.0747
2,0.0805,0.0348,0.0787,0.0365,0.0697,0.0301,0.0768,0.2470,0.0890,0.2466,0.0938,-0.0014,0.0951,0.0848,0.1135,-0.0414,0.0845,0.0945,0.0813,0.1044,0.0808
2,0.0882,0.0013,0.0826,0.0494,0.0740,-0.0035,0.0743,0.2161,0.0940,0.2635,0.0938,0.0175,0.0781,0.1154,0.0863,0.0505,0.0676,0.0990,0.0594,0.1102,0.0713
2,0.0721,-0.0484,0.1462,0.1214,0.0671,-0.0230,0.0843,0.3504,0.0842,0.2606,0.0971,0.0270,0.0671,0.0843,0.0991,-0.0391,0.0811,0.1000,0.0758,0.1052,0.0671
2,0.0607,0.0495,0.0768,0.0744,0.0610,0.0299,0.0671,0.2641,0.0755,0.2444,0.1099,0.0317,0.0781,0.0808,0.0847,-0.0464,0.0755,0.1011,0.0671,0.1062,0.0713
2,0.0789,0.0556,0.0768,0.0412,0.0708,0.0357,0.0665,0.2180,0.0795,0.2283,0.0990,0.0322,0.0884,0.0774,0.1106,0.0375,0.0602,0.1058,0.0876,0.0946,0.0861
2,0.0800,0.0239,0.0858,0.0576,0.0731,0.0892,0.0774,0.4328,0.0758,0.2413,0.1029,0.0288,0.0789,0.0661,0.1077,0.0288,0.0681,0.1037,0.0808,0.1010,0.0829
2,0.0826,0.0110,0.0708,0.0718,0.0521,-0.0175,0.0745,0.1280,0.0784,0.4640,0.0906,0.1375,0.0779,0.0653,0.1138,-0.0380,0.0658,0.1024,0.0705,0.0954,0.0742
